-0.05,0
-0.0499,0.14925
-0.0498,0.14925
-0.0497,0.14925
-0.0496,0.14925
-0.0495,0.14925
-0.0494,0.14925
-0.0493,0.14925
-0.0492,0.14925
-0.0491,0.14925
-0.049,0.14925
-0.0489,0.14925
-0.0488,0.14925
-0.0487,0.14925
-0.0486,0.14925
-0.0485,0.14925
-0.0484,0.14925
-0.0483,0.14925
-0.0482,0.14925
-0.0481,0.14925
-0.048,0.14925
-0.0479,0.14925
-0.0478,0.14925
-0.0477,0.14925
-0.0476,0.14925
-0.0475,0.14925
-0.0474,0.14925
-0.0473,0.14925
-0.0472,0.14925
-0.0471,0.14925
-0.047,0.14925
-0.0469,0.14925
-0.0468,0.14925
-0.0467,0.14925
-0.0466,0.14925
-0.0465,0.14925
-0.0464,0.14925
-0.0463,0.14925
-0.0462,0.14925
-0.0461,0.14925
-0.046,0.14925
-0.0459,0.14925
-0.0458,0.14925
-0.0457,0.14925
-0.0456,0.14925
-0.0455,0.14925
-0.0454,0.14925
-0.0453,0.14925
-0.0452,0.14925
-0.0451,0.14925
-0.045,0.14925
-0.0449,0.41791
-0.0448,0.41791
-0.0447,0.41791
-0.0446,0.41791
-0.0445,0.41791
-0.0444,0.41791
-0.0443,0.41791
-0.0442,0.41791
-0.0441,0.41791
-0.044,0.41791
-0.0439,0.41791
-0.0438,0.41791
-0.0437,0.41791
-0.0436,0.41791
-0.0435,0.41791
-0.0434,0.41791
-0.0433,0.41791
-0.0432,0.41791
-0.0431,0.41791
-0.043,0.41791
-0.0429,0.41791
-0.0428,0.41791
-0.0427,0.41791
-0.0426,0.41791
-0.0425,0.41791
-0.0424,0.41791
-0.0423,0.41791
-0.0422,0.41791
-0.0421,0.41791
-0.042,0.41791
-0.0419,0.41791
-0.0418,0.41791
-0.0417,0.41791
-0.0416,0.41791
-0.0415,0.41791
-0.0414,0.41791
-0.0413,0.41791
-0.0412,0.41791
-0.0411,0.41791
-0.041,0.41791
-0.0409,0.41791
-0.0408,0.41791
-0.0407,0.41791
-0.0406,0.41791
-0.0405,0.41791
-0.0404,0.41791
-0.0403,0.41791
-0.0402,0.41791
-0.0401,0.41791
-0.04,0.65672
-0.0399,0.65672
-0.0398,0.65672
-0.0397,0.65672
-0.0396,0.65672
-0.0395,0.65672
-0.0394,0.65672
-0.0393,0.65672
-0.0392,0.65672
-0.0391,0.65672
-0.039,0.65672
-0.0389,0.65672
-0.0388,0.65672
-0.0387,0.65672
-0.0386,0.65672
-0.0385,0.65672
-0.0384,0.65672
-0.0383,0.65672
-0.0382,0.65672
-0.0381,0.65672
-0.038,0.65672
-0.0379,0.65672
-0.0378,0.65672
-0.0377,0.65672
-0.0376,0.65672
-0.0375,0.65672
-0.0374,0.65672
-0.0373,0.65672
-0.0372,0.65672
-0.0371,0.65672
-0.037,0.65672
-0.0369,0.65672
-0.0368,0.65672
-0.0367,0.65672
-0.0366,0.65672
-0.0365,0.65672
-0.0364,0.65672
-0.0363,0.65672
-0.0362,0.65672
-0.0361,0.65672
-0.036,0.65672
-0.0359,0.65672
-0.0358,0.65672
-0.0357,0.65672
-0.0356,0.65672
-0.0355,0.65672
-0.0354,0.65672
-0.0353,0.65672
-0.0352,0.65672
-0.0351,0.65672
-0.035,0.65672
-0.0349,0.86567
-0.0348,0.86567
-0.0347,0.86567
-0.0346,0.86567
-0.0345,0.86567
-0.0344,0.86567
-0.0343,0.86567
-0.0342,0.86567
-0.0341,0.86567
-0.034,0.86567
-0.0339,0.86567
-0.0338,0.86567
-0.0337,0.86567
-0.0336,0.86567
-0.0335,0.86567
-0.0334,0.86567
-0.0333,0.86567
-0.0332,0.86567
-0.0331,0.86567
-0.033,0.86567
-0.0329,0.86567
-0.0328,0.86567
-0.0327,0.86567
-0.0326,0.86567
-0.0325,0.86567
-0.0324,0.86567
-0.0323,0.86567
-0.0322,0.86567
-0.0321,0.86567
-0.032,0.86567
-0.0319,0.86567
-0.0318,0.86567
-0.0317,0.86567
-0.0316,0.86567
-0.0315,0.86567
-0.0314,0.86567
-0.0313,0.86567
-0.0312,0.86567
-0.0311,0.86567
-0.031,0.86567
-0.0309,0.86567
-0.0308,0.86567
-0.0307,0.86567
-0.0306,0.86567
-0.0305,0.86567
-0.0304,0.86567
-0.0303,0.86567
-0.0302,0.86567
-0.0301,0.86567
-0.03,0.86567
-0.0299,1.0448
-0.0298,1.0448
